股票代码,股票名称,当前价格,涨跌额,涨跌幅,年初至今,成交量,成交额,换手率,市盈率(TTM),股息率,市值
SH603011,合锻智能,5.56,-0.34,-5.76%,-31.61%,7160810,40735366.8,1.63%,57.235,,2748944270
SH603970,中农立华,26.78,-0.48,-1.76%,2.8%,1503108,40701172.68,1.57%,30.191,1.307%,5141762571
SH600173,卧龙地产,5.69,-0.4,-6.57%,-12.46%,6929801,40400407.64,0.99%,8.357,2.636%,3985880528
SH600053,九鼎投资,13.67,-0.46,-3.26%,-12.43%,2911343,40399257.74,0.67%,283.218,,5926502736
SH605296,神农集团,35.55,-1.28,-3.48%,-11.81%,1107882,40322576.03,2.77%,33.152,0.703%,14228141377
SH603081,大丰实业,11.28,-0.56,-4.73%,-17.24%,3491160,40254571,0.87%,13.36,1.306%,4614489414
SH605598,上海港湾,14.25,-0.76,-5.06%,-10.55%,2755688,40233185.98,6.38%,20.6,,2461594405
SH603869,新智认知,8.7,-0.3,-3.33%,-13.17%,4555700,39997160.76,0.9%,197.651,0.172%,4389154420
SH603922,金鸿顺,21.63,-1.39,-6.04%,1.74%,1796800,39976264,1.4%,446.835,0.092%,2768640000
SH600844,丹化科技,3.03,-0.19,-5.9%,-18.33%,12862000,39948992,1.56%,,,3080068447
SH603126,中材节能,6.43,-0.32,-4.74%,-22.53%,6076626,39893615.98,1%,28.072,1.322%,3925515000
SH603681,永冠新材,21.08,-0.66,-3.04%,-46.36%,1860511,39771174.22,0.97%,17.42,0.827%,4029017681
SH603533,掌阅科技,14.8,-0.59,-3.83%,-41.98%,2631031,39745168.74,0.6%,26.322,0.676%,6495673158
SH600644,乐山电力,5.72,-0.34,-5.61%,-27.32%,6762501,39625888.81,1.26%,26.184,,3079651769
SH600525,长园集团,4.04,-0.16,-3.81%,-32.44%,9558710,39502423.7,0.73%,,,5275331614
SH603555,ST贵人,3.07,-0.1,-3.15%,10.43%,12708600,39467159,0.81%,13.378,,4824521449
SH603698,航天工程,13.17,-0.76,-5.46%,-28.27%,2923381,39462658.45,0.55%,35.655,0.767%,7058988300
SH600020,中原高速,3.17,-0.11,-3.35%,-3.06%,12269347,39447709.99,0.55%,9.582,3.155%,7124168707
SH603983,丸美股份,23.1,-0.28,-1.2%,-27.52%,1656456,39354571.9,2.15%,34.578,1.515%,9282032760
SH600775,南京熊猫,7.98,-0.32,-3.86%,-19.8%,4823262,39225422.52,0.72%,173.925,0.175%,7292431461
SH605333,沪光股份,17.36,-0.49,-2.75%,-16.05%,2228000,39071339,3.56%,91.896,0.374%,6961360000
SH605077,华康股份,29.98,-1.66,-5.25%,-28.36%,1277711,39057914.52,1.18%,20.668,2.001%,4892256320
SH600461,洪城环境,7.55,-0.21,-2.71%,-7.36%,5088040,38910326.88,0.55%,10.052,5.087%,7846789836
SH603665,康隆达,41.1,-1.89,-4.4%,23.16%,933736,38892635.78,0.58%,179.828,,6604074465
SH600122,ST宏图,1.81,-0.1,-5.24%,-16.59%,20872300,38595824,1.8%,,,2096447614
SH600117,西宁特钢,3.58,-0.23,-6.04%,-14.35%,10522400,38434978.99,1.01%,,,3741523342
SH603611,诺力股份,15.35,-0.72,-4.48%,-20.88%,2454796,38415019.6,0.92%,13.661,3.583%,4101285667
SH603315,福鞍股份,24.7,-0.49,-1.95%,-10.31%,1535600,38283431,0.7%,98.793,0.607%,7583548721
SH603890,春秋电子,9.07,-0.33,-3.51%,-31.39%,4127364,38238848.74,0.95%,13.01,1.103%,3982355875
SH601900,南方传媒,8.01,-0.34,-4.07%,-6.43%,4696090,38087010.17,0.52%,7.648,3.87%,7175971294
SH600624,复旦复华,6.16,-0.12,-1.91%,-11.11%,6225753,38029567.75,0.91%,,,4217825982
SH600361,华联综超,5.07,-0.29,-5.41%,-11.83%,7330700,37890420.3,1.1%,,,3375646144
SH603321,梅轮电梯,6.81,-0.41,-5.68%,-4.35%,5426600,37860134,1.77%,44.75,1.468%,2090670000
SH600080,金花股份,7.3,-0.27,-3.57%,-14.42%,5092700,37396543,1.36%,104.982,1.233%,2724873081
SH600548,深高速,9.43,-0.18,-1.87%,-5.51%,3906274,37379415.82,0.27%,7.891,6.575%,20564664174
SH600980,北矿科技,13.66,-0.72,-5.01%,-24.49%,2678895,37354421.24,1.76%,28.837,0.353%,2360832174
SH603181,皇马科技,14.04,-0.28,-1.96%,-26.8%,2653665,37316627.99,0.45%,18.433,0.712%,8265348000
SH600681,百川能源,4.91,-0.19,-3.73%,-11.21%,7430980,37182795.8,0.55%,12.454,8.758%,6692383033
SH603730,岱美股份,11.66,-0.42,-3.48%,-50%,3128663,37179496.58,0.43%,19.497,3.431%,8446684788
SH600825,新华传媒,4.1,-0.23,-5.31%,-13.14%,8800434,36964990.86,0.84%,128.23,0.244%,4284040185
SH603507,振江股份,22.25,-1.02,-4.38%,-45.6%,1625300,36905670,1.31%,20.129,,2795298650
SH605178,时空科技,26.75,+0.49,+1.87%,-22.28%,1400436,36878052.28,2.26%,35.336,0.507%,2654980300
SH600480,凌云股份,7.94,-0.32,-3.87%,-19.88%,4551291,36789217.89,0.6%,25.389,1.374%,7280705355
SH600537,亿晶光电,3.6,-0.23,-6.01%,-23.89%,9954902,36760560.36,0.85%,,,4234893365
SH605189,富春染织,22.94,+0.22,+0.97%,-8.9%,1588623,36634787,5.09%,12.301,3.051%,2862912000
SH600847,万里股份,14.24,-0.95,-6.25%,-16.58%,2522051,36582653.62,1.65%,,,2182812576
SH600393,ST粤泰,1.18,-0.06,-4.84%,-16.9%,30510802,36512543.38,3.09%,,,2992772487
SH603196,日播时尚,6.95,+0.01,+0.14%,-12.91%,5129800,36399078,2.17%,19.169,1.727%,1668000000
SH601949,中国出版,4.87,-0.13,-2.6%,-16.61%,7304436,36158894.47,0.4%,11.516,2.505%,8875575000
SH600647,同达创业,14,-0.82,-5.53%,8.95%,2540100,36040166,1.83%,332.261,,1948009700
SH600560,金自天正,9.07,-0.46,-4.83%,-8.01%,3902925,35980826.75,1.75%,43.83,0.695%,2028464685
SH605020,永和股份,21.05,-1.17,-5.27%,-31.43%,1676600,35952154,2.51%,20.425,1.188%,5678258424
SH603828,柯利达,3.74,-0.17,-4.35%,-8.33%,9419700,35838049,1.58%,108.271,0.267%,2283120991
SH605299,舒华体育,10.65,-0.4,-3.62%,-44.3%,3297700,35731067,2.9%,37.847,2.16%,4382464350
SH603656,泰禾智能,11.36,-0.85,-6.96%,-8.68%,3090568,35680237.16,2.05%,33.372,0.88%,1743266976
SH603166,福达股份,7.11,0,0,-18.18%,5078768,35494364.88,0.79%,22.054,7.032%,4594543509
SH600686,金龙汽车,5.43,-0.25,-4.4%,-13.54%,6381000,35263704,0.95%,,0.092%,3893567474
SH600178,东安动力,6.22,-0.39,-5.9%,-29.32%,5505456,35067305.3,1.19%,31.697,0.949%,2874137600
SH603188,亚邦股份,4.53,-0.21,-4.43%,-18.96%,7539232,34923830.36,1.32%,,,2582870100
SH600834,申通地铁,8.73,-0.28,-3.11%,-12.44%,3963698,34893124.22,0.83%,62.905,0.538%,4167544031
SH603901,永创智能,11.83,-0.57,-4.6%,-26.52%,2891364,34831593.88,0.6%,22.127,1.361%,5778373094
SH603002,宏昌电子,5.3,-0.27,-4.85%,-28.28%,6411701,34712100.29,1.04%,12.79,5.472%,4790538534
SH603088,宁波精达,8.03,-0.53,-6.19%,-27.92%,4195200,34475020.38,1.37%,28.667,4.003%,2467843840
SH600239,*ST云城,2.18,+0.1,+4.81%,-5.63%,15747913,34321085.24,0.98%,,,3500397462
SH600589,ST榕泰,2,-0.11,-5.21%,-11.5%,16872100,34297000,2.4%,,,1408066562
SH603929,亚翔集成,10,-0.41,-3.94%,-17.76%,3350079,34274075.42,1.57%,85.561,1%,2133600000
SH603013,亚普股份,13.05,-0.56,-4.11%,-21.95%,2586200,34237955,0.51%,13.459,5.364%,6709068071
SH603803,瑞斯康达,6.52,-0.29,-4.26%,-17.68%,5158646,34062974.12,1.23%,,1.687%,2745282232
SH603666,亿嘉和,46.66,-1.92,-3.95%,-37.89%,715218,34011022.91,0.35%,24.034,0.567%,9637641664
SH603178,圣龙股份,9.83,-0.51,-4.93%,-33.04%,3363280,33838110.6,1.67%,22.509,1.373%,2323928790
SH603978,深圳新星,17.99,-0.95,-5.02%,-34.39%,1856168,33777647.56,1.12%,97.782,,2985261661
SH603516,淳中科技,11.77,-0.54,-4.39%,-41.96%,2816171,33702110.68,1.52%,34.89,1.699%,2193179098
SH605378,野马电池,20.56,-1.27,-5.82%,-28.76%,1590400,33613993,4.77%,29.305,2.432%,2741470400
SH603289,泰瑞机器,8.28,-0.45,-5.15%,-14.37%,3952850,33511190.7,1.49%,17.218,2.415%,2448571536
SH600281,华阳新材,4.49,-0.38,-7.8%,-22.45%,7243210,33445915.6,1.41%,,,2309665092
SH603103,横店影视,11.48,-0.52,-4.33%,-13.1%,2835801,33325818.79,0.45%,532.694,,7280616000
SH603655,朗博科技,17.95,-1.35,-6.99%,-17.81%,1804700,33168198,1.7%,69.624,0.557%,1902700000
SH600261,阳光照明,3.43,-0.12,-3.38%,-21.69%,9529200,33144291,0.67%,12.653,8.978%,4852282531
SH603776,永安行,13.15,-0.63,-4.57%,-36.57%,2476697,33129860.16,1.07%,70.01,0.76%,3069550138
SH601163,三角轮胎,11.66,-0.39,-3.24%,-14.95%,2807601,33127709.71,0.35%,12.812,3.431%,9328000000
SH603788,宁波高发,11.58,-0.56,-4.61%,-18.91%,2813140,33048540,1.26%,18.422,4.318%,2583093487
SH600578,京能电力,2.66,-0.07,-2.56%,-20.83%,12240522,32860230.74,0.18%,,4.507%,17781202396
SH603337,杰克股份,19.89,-0.34,-1.68%,-15.18%,1627969,32833512.09,0.37%,19.015,1.609%,8868324863
SH600843,上工申贝,5.24,-0.26,-4.73%,-24.17%,6112702,32669674.62,1.3%,28.517,,3736992355
SH605128,上海沿浦,25.2,-1.36,-5.12%,-43.62%,1273500,32616280,3.05%,25.73,2.48%,2016000000
SH603095,越剑智能,25.86,-0.54,-2.05%,2.86%,1248650,32587081,3.34%,10.538,3.094%,3413520000
SH603798,康普顿,10.04,-0.66,-6.17%,-23.42%,3170500,32520053,1.59%,18.085,1.195%,2008000000
SH603367,辰欣药业,11.81,-0.36,-2.96%,-11.54%,2717222,32463552.14,0.61%,13.431,2.168%,5353626530
SH603324,盛剑环境,33.02,-0.84,-2.48%,-43.71%,960432,32359849,2.19%,25.842,0.885%,4131346830
SH600805,悦达投资,3.9,-0.17,-4.18%,-11.56%,8145500,32228093,0.96%,,,3318488527
SH600088,中视传媒,9.06,-0.28,-3%,-20.53%,3479840,32200619.6,0.87%,,,3603219984
SH600167,联美控股,6.78,-0.18,-2.59%,-24.75%,4677666,32039027.42,0.2%,12.349,5.9%,15513450041
SH600468,百利电气,4.01,-0.23,-5.42%,-21.83%,7798500,31985236,0.7%,42.963,0.723%,4498799102
SH600136,当代文体,4.29,-0.17,-3.81%,-35.97%,7270700,31939467,1.49%,,,2508013893
SH603039,泛微网络,46.43,-1.37,-2.87%,-33.45%,681460,31904995,0.26%,38.004,0.269%,12099800679
SH600636,国新文化,7.23,-0.22,-2.95%,-32.68%,4285599,31900909.63,0.97%,23.427,1.521%,3231353679
SH603003,龙宇燃油,6.55,-0.26,-3.82%,-8.26%,4798500,31841380,1.19%,,,2636004886
SH601188,龙江交通,3.13,-0.11,-3.4%,-10.57%,10136995,31792607.51,0.77%,17.434,1.47%,4118699927
SH600561,江西长运,5.23,-0.19,-3.51%,3.98%,6003406,31741271.62,2.53%,129.637,0.249%,1487813664
SH603283,赛腾股份,17.52,-0.82,-4.47%,-40.41%,1775474,31687058.64,0.98%,17.553,3.713%,3186181383
SH603633,徕木股份,10.06,-0.38,-3.64%,-36.73%,3092229,31623393.15,1.17%,51.858,0.964%,2650822072
SH603192,汇得科技,26.87,-0.6,-2.18%,-51.02%,1173737,31582580.73,1.1%,24.339,1.247%,2866133342
SH603109,神驰机电,22.1,-0.9,-3.91%,-22.48%,1395800,31507022,2.99%,17.053,1.81%,3308394310
SH600734,*ST实达,4.81,+0.23,+5.02%,270.34%,6534727,31432036.87,0.31%,,,10477637940
SH603279,景津装备,34.7,-0.62,-1.76%,-25.18%,891025,31416543.27,0.45%,22.092,2.305%,14293502550
SH603889,新澳股份,5.86,-0.15,-2.5%,-5.33%,5232570,31367198.3,1.02%,9.845,3.413%,2998833834
SH603511,爱慕股份,17.19,-0.07,-0.41%,-27.53%,1772153,31346041.96,4.43%,17.319,2.618%,6876171900
SH603301,振德医疗,34.77,-1.44,-3.98%,-32.31%,883891,31293418.4,0.39%,13.258,1.726%,7899908671
SH603528,多伦科技,5.84,-0.11,-1.85%,-16.45%,5314700,31235288,0.85%,94.653,0.685%,3658941998
SH603868,飞科电器,49.31,-0.9,-1.79%,13.57%,625213,31166622.52,0.14%,32.055,2.028%,21479436000
SH600370,三房巷,2.86,-0.05,-1.72%,-12.27%,10766700,31045038,0.92%,17.696,5.245%,11143531473
SH600182,SST佳通,9.75,-0.51,-4.97%,-27.56%,3159590,31007985,1.86%,78.552,0.564%,3315000000
SH603489,八方股份,145.74,-6.25,-4.11%,-35.4%,208476,30980880.01,0.29%,33.077,1.372%,17533112247
SH601965,中国汽研,12.5,-0.34,-2.65%,-32.83%,2448210,30915241.37,0.25%,17.321,2.402%,12361944838
SH600488,天药股份,4.26,-0.2,-4.48%,-7.19%,7105600,30698087,0.65%,96.289,0.329%,4686198857
SH603050,科林电气,11.83,-0.52,-4.21%,-34.28%,2544980,30667829.4,1.57%,14.537,1.775%,1918945483
SH603506,南都物业,13.79,-0.66,-4.57%,-18.11%,2179380,30540058.2,1.16%,15.909,2.514%,2589455572
SH603689,皖天然气,9.74,-0.28,-2.79%,-7.41%,3085554,30330664.9,0.92%,15.858,1.951%,3272640000
SH603863,松炀资源,8.52,-0.48,-5.33%,-6.68%,3463900,30140720,3.19%,197.686,,1754216880
SH600532,未来股份,14.34,-0.46,-3.11%,-22.32%,2073904,30008418.09,0.4%,,,7400382425
SH603110,东方材料,36.77,-1.42,-3.72%,-20%,807847,29959553.74,0.4%,110.52,,7399106936
SH603587,地素时尚,16.45,-0.4,-2.37%,-14.14%,1782772,29881297.2,0.37%,11.14,4.864%,7914917500
SH600651,飞乐音响,3.16,-0.13,-3.95%,1.94%,9262801,29743994.18,0.75%,,,7922208527
SH603618,杭电股份,5.21,-0.27,-4.93%,-27.94%,5544916,29521222.52,0.8%,27.526,1.152%,3600368020
SH603331,百达精工,12.11,-0.62,-4.87%,-5.54%,2404620,29500990.2,1.37%,23.494,2.064%,2157524055
SH603759,海天股份,14.57,-0.52,-3.45%,-14.65%,1991900,29378804,1.51%,21.267,1.414%,4545840000
SH600081,东风科技,10.68,-0.51,-4.56%,-21.87%,2692624,29324987.11,0.86%,20.876,1.442%,5024073905
SH601811,新华文轩,9.26,-0.31,-3.24%,2.09%,3094808,29199098,0.39%,8.749,3.456%,11425367660
SH600225,*ST松江,3,-0.05,-1.64%,-4.76%,9641003,29052771.91,0.28%,,,10234183089
SH603053,成都燃气,9.45,-0.27,-2.78%,-9.05%,3019669,28879673.6,0.54%,16.901,3.175%,8400010500
SH600099,林海股份,8.12,-0.4,-4.69%,-4.13%,3500754,28815875.5,1.6%,143.825,,1779254400
SH605183,确成股份,15.23,-0.62,-3.91%,-22.49%,1869856,28813045.96,1.39%,24.5,3.255%,6359863717
SH600856,*ST中天,1.11,-0.06,-5.13%,-58.89%,25842404,28812354.48,1.9%,,,1516986361
SH600386,北巴传媒,3.94,-0.12,-2.96%,-11.66%,7172500,28800346.76,0.89%,23.935,2.03%,3177216000
SH605198,德利股份,17.34,-0.48,-2.69%,-12.42%,1633902,28731976.48,1.95%,38.762,0.288%,6202518000
SH600052,东望时代,3.72,-0.22,-5.58%,-28.46%,7603700,28725245,0.9%,,,3140404437
SH603556,海兴电力,11.83,-0.19,-1.58%,-14.28%,2417506,28716598.99,0.49%,21.486,4.227%,5781132193
SH605287,德才股份,24.38,-0.92,-3.64%,-14.84%,1158205,28620116.8,4.63%,11.979,,2438000000
SH603112,华翔股份,14.12,-0.51,-3.49%,6.97%,2003100,28551287,1.3%,18.821,1.601%,6173444736
SH603045,福达合金,15.46,-0.71,-4.39%,-9.91%,1787936,28223650.92,1.3%,37.266,,2127605200
SH603639,海利尔,21.18,-0.82,-3.73%,-15.65%,1309875,28112634.63,0.39%,18.752,1.01%,7215345402
SH603955,大千生态,13.21,-1,-7.04%,-0.23%,2079786,28112122.98,1.53%,30.586,,1792861200
SH603322,超讯通信,9.06,-0.33,-3.51%,-28.15%,3073600,28075988,1.96%,162.125,,1450959000
SH603036,如通股份,8.62,-0.42,-4.65%,-14.23%,3189100,28047348,1.55%,32.074,1.392%,1781223008
SH600145,退市新亿,0.34,0,0,-71.9%,82090851,27848820.51,5.51%,,,506974129
SH603897,长城科技,24.88,-1.25,-4.78%,-50.08%,1093794,27791915.42,0.53%,15.057,4.777%,5136119743
SH600475,华光环能,10.16,-0.33,-3.15%,-14.19%,2689480,27653065.8,0.38%,9.77,3.445%,7384555960
SH603789,星光农机,8.43,-0.39,-4.42%,-33.31%,3218773,27641065.74,1.24%,,,2191800000
SH603133,碳元科技,8.86,-0.24,-2.64%,-12.88%,3081400,27593422,1.47%,,,1853380872
SH600612,老凤祥,41.35,-1.21,-2.84%,-9.81%,657400,27461424,0.21%,11.682,3.023%,21630919541
SH603090,宏盛股份,24,-0.43,-1.76%,7.91%,1141725,27427746.71,1.14%,163.655,1.25%,2400000000
SH603055,台华新材,9.77,-0.39,-3.84%,-39.2%,2748227,27395673.83,0.34%,20.989,0.49%,8488952774
SH600620,天宸股份,8.77,-0.14,-1.57%,-4.88%,3086713,27364974.62,0.45%,48.934,0.627%,6022158281
SH603515,欧普照明,17.41,-0.44,-2.46%,-16.14%,1535278,27103991.9,0.2%,14.358,2.874%,13130808148
SH601500,通用股份,4.24,-0.18,-4.07%,-20.6%,6298500,27096678,0.59%,123.401,2.68%,4557137868
SH600609,金杯汽车,5,-0.22,-4.21%,-6.19%,5321767,27072038.3,0.49%,33.64,,6556002790
SH603508,思维列控,18.58,-0.34,-1.8%,-19.15%,1431540,27067142.02,0.63%,,1.68%,5060055666
SH603298,杭叉集团,13.25,+0.03,+0.23%,-22.74%,2047804,27045804.28,0.24%,13.075,3.019%,11479757004
SH605180,华生科技,25.22,-0.68,-2.63%,-28.56%,1041369,27012041.64,4.17%,13.446,,2522000000
SH600917,重庆燃气,7.14,-0.3,-4.03%,-14.9%,3708094,26979097.54,0.24%,28.156,1.19%,11219367600
SH603937,丽岛新材,9.91,-0.41,-3.97%,-10.48%,2681800,26950544,1.28%,15.371,5.045%,2070000800
SH603909,合诚股份,15.39,-0.79,-4.88%,0.26%,1700052,26931020.12,0.85%,76.334,0.273%,3085968942
SH600236,桂冠电力,5.18,-0.12,-2.26%,-19.31%,5123910,26921051.1,0.07%,19.528,3.668%,40830717014
SH600387,ST海越,6.1,-0.13,-2.09%,-15.75%,4363610,26841307.9,1.08%,37.323,0.852%,2855681230
SH603116,红蜻蜓,5.82,-0.09,-1.52%,-2.84%,4485880,26679407.6,0.78%,57.785,4.639%,3353488656
SH601956,东贝集团,5.93,-0.19,-3.1%,-12.28%,4436105,26677389.15,2.03%,71.818,0.843%,3032127600
SH601566,九牧王,8.97,-0.17,-1.86%,-27.43%,2920184,26660702.35,0.51%,35.348,5.574%,5154495236
SH603676,卫信康,7.91,-0.41,-4.93%,-14.85%,3273700,26565705,0.77%,36.072,1.165%,3448119290
SH600960,渤海汽车,3.37,-0.17,-4.8%,-15.54%,7717320,26496457,0.81%,85.955,0.297%,3203237296
SH603917,合力科技,12.9,-0.64,-4.73%,-45.8%,2013240,26493058,1.28%,31.166,1.008%,2022720000
SH600262,北方股份,17.81,-0.97,-5.17%,-25.67%,1449900,26331892.9,0.85%,32.49,0.926%,3027700000
SH600605,汇通能源,8.17,-0.45,-5.22%,-13.45%,3147875,26299859.75,1.53%,27.964,1.077%,1685327445
SH600207,安彩高科,5.9,-0.09,-1.5%,-12.98%,4383670,26205493,0.51%,24.266,,5091440247
SH605196,华通线缆,8.17,-0.26,-3.08%,-23.86%,3110802,26094201.5,4.09%,35.16,0.294%,4140736541
SH600288,大恒科技,11.61,-0.52,-4.29%,-13.29%,2193118,25980125.7,0.5%,55.16,0.043%,5071248000
SH603739,蔚蓝生物,15.53,-0.85,-5.19%,-16.51%,1635040,25945128.8,0.76%,32.184,1.03%,3914877565
SH603878,武进不锈,6.48,-0.3,-4.42%,-7.43%,3901868,25773496.28,0.97%,13.908,4.167%,2596917335
SH603042,华脉科技,10.09,-0.51,-4.81%,-22.98%,2495973,25719329.73,1.57%,61.336,0.445%,1620351486
SH605186,健麾信息,25.2,-1.05,-4%,-30.5%,997149,25658816.5,1.5%,29.929,0.853%,3427200000
SH603662,柯力传感,17.4,-0.81,-4.45%,-26.58%,1438353,25572850.52,1.35%,16.069,1.642%,4072033086
SH600226,ST瀚叶,2.32,-0.05,-2.11%,-0.85%,10932876,25511410.32,0.35%,,,7227183417
SH605088,冠盛股份,12.77,-0.52,-3.91%,-12.11%,1938642,25406603.16,2.6%,18.059,2.349%,2117457550
SH600595,ST中孚,4.25,-0.05,-1.16%,-3.63%,5926253,25358358.31,0.15%,,,16670404485
SH600241,ST时万,7,-0.37,-5.02%,-25.45%,3574500,25339721,1.21%,63.099,,2060114805
SH600076,康欣新材,3.28,-0.11,-3.24%,-13.46%,7584400,25214560,0.73%,144.809,,4410102244
SH601858,中国科传,8.1,-0.36,-4.26%,-8.16%,3046154,25141619.98,0.39%,12.568,3.136%,6403050000
SH603232,格尔软件,11.25,-0.41,-3.52%,-30.12%,2185600,25133007.12,0.94%,38.354,0.889%,2606872871
SH601921,浙版传媒,7.57,-0.28,-3.57%,-21.39%,3259300,25118839,1.47%,13.138,,16822222228
SH603366,日出东方,4.22,-0.2,-4.52%,-16.77%,5822300,25001792,0.73%,21.756,2.88%,3472638000
SH605318,法狮龙,14.82,-0.54,-3.52%,-2.76%,1627000,24843528,4.15%,25.565,2.024%,1914316473
SH605305,中际联合,50.3,-1.2,-2.33%,-47.76%,495100,24801303,1.8%,23.879,2.26%,5533000000
SH601518,吉林高速,2.78,-0.12,-4.14%,2.96%,8717165,24714789.95,0.65%,11.789,0.863%,3754098436
SH603527,众源新材,9.58,-0.54,-5.34%,-20.5%,2516328,24636376.76,1.03%,16.983,2.088%,2335833920
SH603628,清源股份,10.2,-0.53,-4.94%,-23.71%,2358911,24560997.49,0.86%,42.891,0.49%,2792760000
SH605007,五洲特纸,14.41,-0.95,-6.18%,-37.38%,1658700,24509814,2.01%,14.107,2.082%,5764144100
SH603900,莱绅通灵,7.15,-0.42,-5.55%,-8.33%,3346300,24433879,0.98%,21.442,4.196%,2434387956
SH605003,众望布艺,20.93,+0.59,+2.9%,-26.25%,1159341,24421429.73,4.22%,14.997,1.911%,2302300000
SH600070,浙江富润,5.65,-0.2,-3.42%,-22.92%,4212311,24345788.69,0.83%,,0.867%,2948995567
SH600793,宜宾纸业,10.83,-0.61,-5.33%,-20.83%,2187201,24234565.22,1.24%,59.167,,1915870342
SH603416,信捷电气,29.2,-1.73,-5.59%,-38.67%,809848,24214262.24,0.58%,13.019,0.959%,4104352000
SH600826,兰生股份,8.6,-0.31,-3.48%,-8.99%,2771480,24163453.08,0.66%,38.408,1.314%,4608919697
SH600592,龙溪股份,8.6,-0.31,-3.48%,-16.91%,2768601,24159368.62,0.69%,16.412,1.314%,3436160711
SH603239,浙江仙通,11.86,-0.4,-3.26%,-32.23%,1990200,24019502,0.74%,22.638,4.216%,3210739200
SH600356,恒丰纸业,7.39,-0.22,-2.89%,-5.26%,3196160,23833644,1.07%,16.42,1.8%,2207624883
SH605398,新炬网络,35.48,-1.08,-2.95%,-7.77%,656000,23612159,3.4%,30.482,0.705%,2110996420
SH605208,永茂泰,16.04,-0.77,-4.58%,-23.8%,1432701,23500111.39,1.49%,13.265,1.122%,3015520000
SH600302,标准股份,4.99,-0.2,-3.85%,-0.4%,4545900,23019533,1.31%,16.304,1.002%,1726588922
SH603189,网达软件,12.27,-0.53,-4.14%,-40.32%,1834000,22943696,0.68%,41.474,,3307358242
SH600287,江苏舜天,5.07,-0.02,-0.39%,8.1%,4550000,22931218.27,1.04%,,2.367%,2247443664
SH603100,川仪股份,13.33,-0.58,-4.17%,-37%,1688390,22871322.3,0.43%,8.763,2.251%,5265350000
SH603353,和顺石油,17.86,-0.86,-4.59%,-23.12%,1246180,22652379.4,2.02%,23.413,2.154%,3096816840
SH603773,沃格光电,18.3,-0.08,-0.44%,-10.82%,1194387,22307240.27,0.98%,,0.546%,2239109548
SH605177,东亚药业,20.7,-0.89,-4.12%,-25.11%,1049300,22217613,1.87%,34.333,0.966%,2351520000
SH603729,ST龙韵,12.38,-0.65,-4.99%,-3.81%,1758300,22157045.8,1.88%,,,1155524440
SH600345,长江通信,14,-0.63,-4.31%,-16.12%,1548438,22049104,0.78%,29.053,0.357%,2772000000
SH603320,迪贝电气,11.93,-0.6,-4.79%,-9.69%,1813940,21949255.5,1.4%,19.73,1.676%,1551077495
SH603226,菲林格尔,7.37,-0.28,-3.66%,-0.27%,2941188,21933298.28,1.08%,26.827,1.044%,2015364883
SH600469,风神股份,4.27,-0.12,-2.73%,-14.43%,5057786,21929466.02,0.9%,64.309,1.405%,3121955776
SH603385,惠达卫浴,7.84,-0.28,-3.45%,-29.37%,2758120,21921287.8,0.75%,12.807,2.373%,3013949216
SH603585,苏利股份,17.48,-0.88,-4.79%,-8.86%,1228740,21852919.2,0.68%,13.539,2.288%,3146400000
SH600654,ST中安,2.11,+0.04,+1.93%,-14.23%,10507739,21807283.88,1.39%,,,2707174293
SH603687,大胜达,8.6,-0.15,-1.71%,-20.37%,2541700,21805674,1.69%,17.222,0.775%,3604268299
SH603139,康惠制药,16.19,-0.7,-4.14%,-25.63%,1321900,21776436.82,1.32%,61.75,0.432%,1617057200
SH600601,ST方科,2.09,-0.06,-2.79%,-13.99%,10332919,21749929.33,0.47%,,,4587322616
SH601113,ST华鼎,4.78,+0.01,+0.21%,18.02%,4512748,21607779,0.5%,,,5456279529
SH605389,长龄液压,38.21,-1.44,-3.63%,-17.93%,554844,21561841,2.28%,18.456,1.57%,3719109214
SH600817,宇通重工,8.45,-0.31,-3.54%,-37.91%,2482500,21492554,1.31%,11.6,4.142%,4557704985
SH603309,维力医疗,13,-0.44,-3.27%,-17.88%,1649050,21430636.4,0.63%,40.022,1.363%,3814488834
SH605167,利柏特,7.56,-0.35,-4.42%,-23.25%,2772300,21401098.87,2.47%,29.487,1.481%,3394969200
SH603976,正川股份,24.5,-1.49,-5.73%,-28.19%,852240,21372665.6,0.56%,45.978,0.147%,3704435329
SH603001,奥康国际,7.75,-0.13,-1.65%,-17.82%,2697700,21370395,0.67%,48.655,6.452%,3107595000
SH603956,威派格,11.4,-0.69,-5.71%,-35.96%,1819100,21245154,0.43%,21.261,1.432%,4855953405
SH600652,*ST游久,1.39,+0.07,+5.3%,-49.45%,15195344,21027560.46,1.82%,,,1157457862
SH600152,维科技术,5.71,-0.25,-4.19%,-30.54%,3584385,20900396.9,0.73%,,,2997205049
SH603701,德宏股份,8.8,-0.22,-2.44%,-11.2%,2340116,20765837.64,0.9%,54.841,0.568%,2299984729
SH603038,华立股份,8.33,-0.34,-3.92%,-39.86%,2438400,20754125,1.18%,30.312,1.176%,1721600226
SH603578,三星新材,14.97,-0.43,-2.79%,-11.26%,1358681,20680816.91,0.98%,21.137,1.47%,2081975385
SH600455,博通股份,19.71,-0.88,-4.27%,-13.44%,1024000,20543848,1.64%,34.846,,1231047180
